Dates,Links
Daily Price Report - 21 July 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220721_0.pdf
Daily Price Report - 20 July 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220720.pdf
Daily Price Report - 19 July 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220719.pdf
Daily Price Report - 18 July 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220718.pdf
Daily Price Report - 15 July 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220715.pdf
Daily Price Report - 14 July 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220714.pdf
Daily Price Report - 12 July 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220712e.pdf
Daily Price Report - 11 July 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220711.pdf
Daily Price Report - 08 July 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220708.pdf
Daily Price Report - 07 July 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220707.pdf
Daily Price Report - 06 July 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220706.pdf
Daily Price Report - 05 July 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220705e.pdf
Daily Price Report - 04 July 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220704.pdf
Daily Price Report - 01 July 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220701.pdf
Daily Price Report - 30 June 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220630.pdf
Daily Price Report - 29 June 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220629e.pdf
Daily Price Report - 28 June 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220628e.pdf
Daily Price Report - 27 June 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220627.pdf
Daily Price Report - 24 June 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220624e.pdf
Daily Price Report - 23 June 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220623.pdf
Daily Price Report - 22 June 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220621_0.pdf
Daily Price Report - 21 June 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220621.pdf
Daily Price Report - 20 June 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220620.pdf
Daily Price Report - 17 June 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220617.pdf
Daily Price Report - 16 June 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220616.pdf
Daily Price Report - 15 June 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220615.pdf
Daily Price Report - 13 June 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220613.pdf
Daily Price Report - 10 June 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220610.pdf
Daily Price Report - 09 June 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220609e.pdf
Daily Price Report - 08 June 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220608e.pdf
Daily Price Report - 07 June 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220607.pdf
Daily Price Report - 06 June 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220606.pdf
Daily Price Report - 03 June 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220603e.pdf
Daily Price Report - 02 June 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220602e.pdf
Daily Price Report - 01 June 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220601.pdf
Daily Price Report - 31 May 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220531e.pdf
Daily Price Report - 30 May 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220530.pdf
Daily Price Report - 27 May 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220527e.pdf
Daily Price Report - 26 May 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220526.pdf
Daily Price Report - 25 May 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220525.pdf
Daily Price Report - 24 May 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220524.pdf
Daily Price Report - 23 May 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220523.pdf
Daily Price Report - 20 May 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220520.pdf
Daily Price Report - 19 May 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220519e.pdf
Daily Price Report - 18 May 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220518e.pdf
Daily Price Report - 17 May 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220517.pdf
Daily Price Report - 13 May 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220513e.pdf
Daily Price Report - 12 May 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220512.pdf
Daily Price Report - 09 May 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220509e.pdf
Daily Price Report - 06 May 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220506e.pdf
Daily Price Report - 05 May 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220505e.pdf
Daily Price Report - 04 May 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220504e.pdf
Daily Price Report - 29 April 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220429e.pdf
Daily Price Report - 28 April 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220428e.pdf
Daily Price Report - 27 April 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220427e.pdf
Daily Price Report - 26 April 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220426e.pdf
Daily Price Report - 25 April 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220425.pdf
Daily Price Report - 22 April 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220422e.pdf
Daily Price Report - 21 April 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220421e.pdf
Daily Price Report - 20 April 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220420e.pdf
Daily Price Report - 19 April 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220419.pdf
Daily Price Report - 18 April 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220418e.pdf
Daily Price Report - 12 April 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220412.pdf
Daily Price Report - 11 April 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220411e.pdf
Daily Price Report - 08 April 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220408.pdf
Daily Price Report - 07 April 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220407.pdf
Daily Price Report - 06 April 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220406.pdf
Daily Price Report - 05 April 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220405.pdf
Daily Price Report - 04 April 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220404e.pdf
Daily Price Report - 01 April 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220401.pdf
Daily Price Report - 31 March 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220331e.pdf
Daily Price Report - 30 March 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220330.pdf
Daily Price Report - 29 March 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220329.pdf
Daily Price Report - 28 March 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220328e.pdf
Daily Price Report - 25 March 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220325.pdf
Daily Price Report - 24 March 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220324e.pdf
Daily Price Report - 23 March 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220323e.pdf
Daily Price Report - 22 March 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220322e.pdf
Daily Price Report - 21 March 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220321e.pdf
Daily Price Report - 18 March 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220318e.pdf
Daily Price Report - 16 March 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220316.pdf
Daily Price Report - 15 March 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220315e.pdf
Daily Price Report - 14 March 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220314.pdf
Daily Price Report - 11 March 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220311.pdf
Daily Price Report - 10 March 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220310.pdf
Daily Price Report - 09 March 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220309.pdf
Daily Price Report - 08 March 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220308e.pdf
Daily Price Report - 07 March 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220307e.pdf
Daily Price Report - 04 March 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220304.pdf
Daily Price Report - 03 March 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220303e.pdf
Daily Price Report - 02 March 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220302.pdf
Daily Price Report - 28 February 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220228.pdf
Daily Price Report - 25 February 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220225.pdf
Daily Price Report - 24 February 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220224e.pdf
Daily Price Report - 23 February 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220223e.pdf
Daily Price Report - 22 February 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220222.pdf
Daily Price Report - 21 February 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220221.pdf
Daily Price Report - 18 February 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220218e.pdf
Daily Price Report - 17 February 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220217e.pdf
Daily Price Report - 15 February 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220215.pdf
Daily Price Report - 14 February 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220214e.pdf
Daily Price Report - 11 February 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220211.pdf
Daily Price Report - 10 February 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220210e.pdf
Daily Price Report - 09 February 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220209e.pdf
Daily Price Report - 08 February 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220208e.pdf
Daily Price Report - 07 February 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220207e.pdf
Daily Price Report - 03 February 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220203.pdf
Daily Price Report - 02 February 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220202.pdf
Daily Price Report - 01 February 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220201e.pdf
Daily Price Report - 31 January 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220131e.pdf
Daily Price Report - 28 January 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220128.pdf
Daily Price Report - 27 January 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220127e.pdf
Daily Price Report - 26 January 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220126e.pdf
Daily Price Report - 25 January 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220125.pdf
Daily Price Report - 24 January 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220124e.pdf
Daily Price Report - 21 January 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220121.pdf
Daily Price Report - 20 January 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220120.pdf
Daily Price Report - 19 January 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220119.pdf
Daily Price Report - 18 January 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220118e.pdf
Daily Price Report - 13 January 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220113e.pdf
Daily Price Report - 12 January 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220112e_0.pdf
Daily Price Report - 11 January 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220111.pdf
Daily Price Report - 10 January 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220110.pdf
Daily Price Report - 07 January 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220107.pdf
Daily Price Report - 06 January 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220106e.pdf
Daily Price Report - 05 January 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220105e.pdf
Daily Price Report - 04 January 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220104e.pdf
Daily Price Report - 03 January 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220103.pdf
Daily Price Report - 31 December 2021,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20211231.pdf
Daily Price Report - 30 December 2021,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20211230e.pdf
Daily Price Report - 29 December 2021,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20211229.pdf
Daily Price Report - 28 December 2021,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20211228e.pdf
Daily Price Report - 27 December 2021,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20211227.pdf
Daily Price Report - 24 December 2021,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20211224e.pdf
Daily Price Report - 23 December 2021,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20211223.pdf
Daily Price Report - 22 December 2021,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20211222.pdf
Daily Price Report - 21 December 2021,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20211221.pdf
Daily Price Report - 20 December 2021,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20211220.pdf
Daily Price Report - 17 December 2021,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20211217.pdf
Daily Price Report - 16 December 2021,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20211216e.pdf
Daily Price Report - 15 December 2021,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20211215e.pdf
Daily Price Report - 14 December 2021,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20211214.pdf
